PMID,is_ground_truth,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,Keywords,screening_stage,screening_mode,llm_suggest,overall_score,overall_justification,disease_score,disease_justification,population_score,population_justification,location_score,location_justification,evidence_score,evidence_justification,parameter_score,parameter_justification,fulltext_status,fulltext_path,fulltext_eligible
33324574,,"SARS-CoV-2: Structure, Biology, and Structure-Based Therapeutics Development.","Wang MY, Zhao R, Gao LJ, Gao XF, Wang DP, Cao JM.",Front Cell Infect Microbiol. 2020 Nov 25;10:587269. doi: 10.3389/fcimb.2020.587269. eCollection 2020.,Wang,Frontiers in cellular and infection microbiology,2020,2020/12/16,PMC7723891,,10.3389/fcimb.2020.587269,"The pandemic of the novel severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has been posing great threats to the world in many aspects. Effective therapeutic and preventive approaches including drugs and vaccines are still unavailable although they are in development. Comprehensive understandings on the life logic of SARS-CoV-2 and the interaction of the virus with hosts are fundamentally important in the fight against SARS-CoV-2. In this review, we briefly summarized the current advances in SARS-CoV-2 research, including the epidemic situation and epidemiological characteristics of the caused disease COVID-19. We further discussed the biology of SARS-CoV-2, including the origin, evolution, and receptor recognition mechanism of SARS-CoV-2. And particularly, we introduced the protein structures of SARS-CoV-2 and structure-based therapeutics development including antibodies, antiviral compounds, and vaccines, and indicated the limitations and perspectives of SARS-CoV-2 research. We wish the information provided by this review may be helpful to the global battle against SARS-CoV-2 infection.",antibodies; antiviral compounds; protein structure; severe acute respiratory syndrome coronavirus 2; vaccines,title_abstract,strict,unlikely_candidate,1,"This paper is clearly about SARS-CoV-2/COVID-19, but it is a review centered on viral structure, biology, and therapeutics development. It does not report original empirical seroprevalence data or infection fatality rate measures, so its relevance to estimating COVID-19 IFR from seroprevalence studies is very limited.",4,The title and abstract explicitly focus on SARS-CoV-2 and COVID-19 throughout. Disease relevance is central and unambiguous.,2,"The abstract discusses the pandemic and host interaction, but the main focus is viral biology and therapeutics rather than a defined human population study. Human relevance is indirect.",1,The abstract refers to the global pandemic context but provides no specific real-world geographic setting or field study location. Geographic context is minimal.,0,"The abstract explicitly states 'In this review, we briefly summarized the current advances,' indicating a review article rather than original empirical research.",0,"The title, abstract, and keywords do not mention seroprevalence, serology, serosurveys, infection fatality rate, infection fatality ratio, or IFR. The focus is structure, biology, and therapeutics.",,,
32986664,,COVID-19: Significance of antibodies.,"Assadiasl S, Fatahi Y, Zavvar M, Nicknam MH.",Hum Antibodies. 2020;28(4):287-297. doi: 10.3233/HAB-200429.,Assadiasl,Human antibodies,2020,2020/09/28,,,10.3233/HAB-200429,"The newly emerged severe acute respiratory syndrome-related coronavirus-2 (SARS-CoV-2) has recently caused pandemic Coronavirus Disease-2019 (COVID-19). Considering the serious medical, economic and social consequences of this pandemic and the lack of definite medication and vaccine it is necessary to describe natural immune responses to the SARS-CoV-2 in order to exploit them for treating the patients and monitoring the general population. Moreover, detecting the most immunogenic antigens of the virus is fundamental for designing effective vaccines. Antibodies being valuable for diagnostic therapeutic and protective purposes are suitable to be addressed in this context. Herein, we have summarized the findings of serological investigations and the outcomes of neutralizing antibodies administration in COVID-19 patients.",COVID-19; SARS-CoV-2; corona virus; neutralizing antibodies; serological test,title_abstract,strict,unlikely_candidate,2,"This paper is clearly about COVID-19 in humans and discusses antibodies and serological investigations, but it appears to be a summary/review rather than original empirical research. It also does not explicitly report seroprevalence or infection fatality rate, limiting direct relevance to the review question.",4,The title and abstract explicitly focus on COVID-19 and SARS-CoV-2 throughout. Disease relevance is central and clearly stated.,3,"The abstract refers to COVID-19 patients and monitoring the general population, indicating a human focus. However, the specific study populations are not described in detail.",1,"No real-world geographic setting, country, or field location is reported in the title or abstract. The discussion appears general rather than tied to a specific place.",0,"The abstract says 'we have summarized the findings,' which indicates a narrative summary rather than original empirical data. No primary dataset or new analysis is described.",2,"Keywords and abstract mention serological investigations and antibodies, which are related to seroprevalence concepts. However, seroprevalence, serosurvey, seropositivity, or infection fatality rate/IFR are not explicitly reported.",,,
32535768,,COVID-19: molecular diagnostics overview.,Touma M.,J Mol Med (Berl). 2020 Jul;98(7):947-954. doi: 10.1007/s00109-020-01931-w. Epub 2020 Jun 13.,Touma,"Journal of molecular medicine (Berlin, Germany)",2020,2020/06/15,PMC7293435,,10.1007/s00109-020-01931-w,"The last day of 2019 delivered the first report to the World Health Organization (WHO) about a group of cases of pneumonia of unknown etiology in Wuhan, China. Subsequent investigations identified the new comer, a novel coronavirus related to severe acute respiratory syndrome coronavirus (SARS-CoV) and thus was termed as SARS-CoV-2. Being very contagious, the new virus led the era of ""COVID-19"" which is the acronym of ""coronavirus disease 2019,"" evoking an imminent threat to global health security with unprecedented devastating challenges to human kind. In this article, we provide a molecular overview on the SARS-CoV-2 virus and summarize tremendous efforts that have been made to develop a rapid confirmatory diagnostic test for COVID-19. The diagnostic performances of the available tests are analyzed based on the best current information from the early research.",COVID-19; Coronavirus; SARS-CoV-2,title_abstract,strict,unlikely_candidate,2,"This paper is explicitly about COVID-19/SARS-CoV-2, but the abstract indicates a diagnostics overview rather than a seroprevalence-based epidemiologic study. It does not explicitly report seroprevalence or infection fatality rate, and it appears unlikely to contain original primary data relevant to the review question.",4,The title and abstract explicitly focus on COVID-19 and SARS-CoV-2 throughout. Disease relevance is central and unequivocal.,2,"The abstract discusses COVID-19 as a global health threat to humankind, but it does not clearly describe a specific human study population. Human relevance is indirect rather than explicitly studied.",1,"Wuhan, China is mentioned only as background to the emergence of the disease. There is no clear indication of a real-world field study conducted in a defined geographic population.",1,"The abstract describes providing an overview and summarizing diagnostic efforts, which suggests a narrative review rather than original empirical data. No primary dataset or original study sample is mentioned.",0,"The paper focuses on molecular diagnostics and test performance, not seroprevalence, serosurveys, seropositivity, or infection fatality rate/ratio. The target parameter is absent from the title and abstract.",,,
32645348,,SARS-CoV-2 seroprevalence in COVID-19 hotspots.,"Eckerle I, Meyer B.",Lancet. 2020 Aug 22;396(10250):514-515. doi: 10.1016/S0140-6736(20)31482-3. Epub 2020 Jul 6.,Eckerle,"Lancet (London, England)",2020,2020/07/10,PMC7336129,,10.1016/S0140-6736(20)31482-3,,"[MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] Coronavirus Infections; [MeSH] Humans; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] Prevalence; [MeSH] SARS-CoV-2; [MeSH] Seroepidemiologic Studies; [MeSH] Spain",title_only,lenient,strong_candidate,4,"This paper appears highly relevant on title-only screening because it explicitly concerns SARS-CoV-2 seroprevalence in humans and likely in a real-world setting in Spain. Uncertainty remains because no abstract is available, especially regarding whether it reports original empirical data and whether it can inform infection fatality rate estimation directly.",4,"The title explicitly names SARS-CoV-2 and COVID-19, and the keywords reinforce this. Even with title-only evidence, disease relevance is unmistakable.",4,"The keywords include Humans, and the title refers to seroprevalence in COVID-19 hotspots, which strongly suggests a human population study. Evidence is still limited to title/keywords only.",3,"The keyword Spain indicates a real-world geographic setting, and 'hotspots' also suggests a field setting rather than a lab study. Because no abstract is available, the exact study context remains somewhat uncertain.",3,"A title reporting seroprevalence in hotspots plausibly reflects primary empirical data rather than commentary or review. However, with only title and keywords, original data collection cannot be confirmed with full certainty.",4,"The title explicitly states seroprevalence, and the keywords include Seroepidemiologic Studies, directly matching the target parameter domain. Although infection fatality rate is not named, seroprevalence is central to the review question.",,,yes
32947121,,"Seroprevalence of SARS-CoV-2-specific antibodies in cancer outpatients in Madrid (Spain): A single center, prospective, cohort study and a review of available data.","Cabezón-Gutiérrez L, Custodio-Cabello S, Palka-Kotlowska M, Oliveros-Acebes E, García-Navarro MJ, Khosravi-Shahi P.",Cancer Treat Rev. 2020 Nov;90:102102. doi: 10.1016/j.ctrv.2020.102102. Epub 2020 Sep 1.,Cabezón-Gutiérrez,Cancer treatment reviews,2020,2020/09/18,PMC7462449,,10.1016/j.ctrv.2020.102102,"BACKGROUND: Coronavirus disease in 2019 (COVID-19) caused by Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) has emerged as a global pandemic. Published data suggests that patients with a history of or active malignancy are at increased risk of infection and developing COVID-19 related complications. To date, the published data has analyzed the seroprevalence of COVID-19 infection in the general population, but not in cancer patients. Here we present the results of prevalence of IgG and IgM antibodies against SARS-CoV-2 in cancer patients from the University Hospital of Torrejón (Torrejón de Ardoz, Madrid, Spain). METHODS: SARS-CoV-2 IgG and IgM antibodies was assessed using a commercially available rapid test (Testsealabs® IgG/IgM Rapid Test Cassette) and collect the result from cancer outpatients who attended the medical oncology consult at University Hospital of Torrejón between June 1st and June 19th, 2020. FINDINGS: We analyzed the serological test results of 229 cancer patients. We estimated an overall seroprevalence (IgG or IgM positive) of 31.4%. The probability of SARS-CoV-2 seropositivity was similar between men and women, type of treatment and cancer stage. The probability of seropositivity was significantly higher in cancer patients with pneumonia compared with cancer patients without pneumonia (Odds Ratio (OR) 7.65 [95% confidence interval (CI) 1,85-31,58]). INTERPRETATION: Our results show a higher rate of SARS-CoV-2 antibodies in cancer patients than in the general population. The role of those antibodies in the immune response against the virus infection is unclear.",Antibodies; COVID-19; Cancer patients; IgG and IgM; SARS-CoV-2; Seroprevalence,title_abstract,strict,strong_candidate,4,"This paper is highly relevant on disease, population, setting, and original data dimensions. It explicitly reports SARS-CoV-2 seroprevalence from a human hospital-based cohort, although the abstract does not mention infection fatality rate itself; the strong seroprevalence focus makes it highly pertinent for screening.",4,"The title and abstract explicitly focus on COVID-19 and SARS-CoV-2, including SARS-CoV-2-specific antibodies and COVID-19 infection.",4,"The study concerns human cancer outpatients at a hospital in Madrid, with 229 cancer patients tested.",4,"The study is set in a real-world geographic context: University Hospital of Torrejón, Madrid, Spain, with a defined sampling period.",4,This is a single-center prospective cohort study reporting original serological test results from 229 patients.,4,"The title, keywords, and abstract explicitly report seroprevalence and seropositivity of SARS-CoV-2 antibodies, which directly matches the target parameter domain.",,,
33262067,,The immunology of SARS-CoV-2 infections and vaccines.,"Grigoryan L, Pulendran B.",Semin Immunol. 2020 Aug;50:101422. doi: 10.1016/j.smim.2020.101422. Epub 2020 Nov 17.,Grigoryan,Seminars in immunology,2020,2020/12/02,PMC7670910,,10.1016/j.smim.2020.101422,"SARS-CoV-2, the virus that causes COVID-19, emerged in late 2019, and was declared a global pandemic on March 11th 2020. With over 50 million cases and 1.2 million deaths around the world, to date, this pandemic represents the gravest global health crisis of our times. Thus, the race to develop a COVID-19 vaccine is an urgent global imperative. At the time of writing, there are over 165 vaccine candidates being developed, with 33 in various stages of clinical testing. In this review, we discuss emerging insights about the human immune response to SARS-CoV-2, and their implications for vaccine design. We then review emerging knowledge of the immunogenicity of the numerous vaccine candidates that are currently being tested in the clinic and discuss the range of immune defense mechanisms that can be harnessed to develop novel vaccines that confer durable protection against SARS-CoV-2. Finally, we conclude with a discussion of the potential role of a systems vaccinology approach in accelerating the clinical testing of vaccines, to meet the urgent needs posed by the pandemic.",COVID-19; Systems vaccinology; Vaccines,title_abstract,strict,unlikely_candidate,2,"This paper is clearly about SARS-CoV-2/COVID-19 and human immune responses, but it is a review article focused on immunology and vaccines. It does not report original empirical seroprevalence data or infection fatality rate estimates, so its relevance to the review question is low.",4,The title and abstract explicitly focus on SARS-CoV-2 and COVID-19 throughout. Disease relevance is central to the paper.,3,"The abstract discusses the human immune response and vaccine candidates in clinical testing, indicating a human health focus. However, no specific study population is described.",1,The abstract mentions the pandemic worldwide but provides no specific real-world geographic study setting or field context. Geographic relevance is only very general.,0,"The abstract explicitly states 'In this review, we discuss' and summarizes existing knowledge. This indicates a review rather than original empirical data.",0,"The title and abstract do not mention seroprevalence, seropositivity, serological surveys, seroepidemiology, or infection fatality rate/ratio. The focus is immunology and vaccines instead.",,,
32883673,,Are we underestimating seroprevalence of SARS-CoV-2?,"Burgess S, Ponsford MJ, Gill D.",BMJ. 2020 Sep 3;370:m3364. doi: 10.1136/bmj.m3364.,Burgess,BMJ (Clinical research ed.),2020,2020/09/05,PMC7614618,EMS176258,10.1136/bmj.m3364,,"[MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] COVID-19 Testing; [MeSH] Clinical Laboratory Techniques; [MeSH] Coronavirus Infections; [MeSH] Humans; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] SARS-CoV-2; [MeSH] Seroepidemiologic Studies",title_only,lenient,possible_candidate,3,"This paper appears strongly relevant to COVID-19 seroprevalence based on the title and keywords, which aligns well with the review topic. However, title-only screening leaves substantial uncertainty about whether it reports original seroprevalence data in a real-world population and whether it directly informs infection fatality rate estimation.",4,"The title explicitly names SARS-CoV-2, and the keywords include COVID-19 and SARS-CoV-2. Despite title-only evidence, disease relevance is unmistakable.",3,"The keywords include Humans and the title discusses seroprevalence in a general epidemiologic sense, suggesting a human population focus. However, with no abstract, the exact study population cannot be fully confirmed.",2,"Seroprevalence usually implies a real-world population setting, but the title provides no explicit geographic or field setting details. With sparse metadata, this is only plausible rather than confirmed.",1,"The title is phrased as a broad question ('Are we underestimating...'), which more often suggests commentary or methodological discussion rather than clearly reporting primary data. Without an abstract, original empirical evidence is weakly supported.",4,"The title explicitly mentions seroprevalence, and the keywords include Seroepidemiologic Studies. This is highly relevant to the target parameter, although infection fatality rate itself is not named.",,,yes
32877828,,Immunotherapeutic approaches to curtail COVID-19.,"Owji H, Negahdaripour M, Hajighahramani N.",Int Immunopharmacol. 2020 Nov;88:106924. doi: 10.1016/j.intimp.2020.106924. Epub 2020 Aug 21.,Owji,International immunopharmacology,2020,2020/09/03,PMC7441891,,10.1016/j.intimp.2020.106924,"COVID-19, the disease induced by the recently emerged severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), has imposed an unpredictable burden on the world. Drug repurposing has been employed to rapidly find a cure; but despite great efforts, no drug or vaccine is presently available for treating or prevention of COVID-19. Apart from antivirals, immunotherapeutic strategies are suggested considering the role of the immune response as the host defense against the virus, and the fact that SARS-CoV-2 suppresses interferon induction as an immune evasion strategy. Active immunization through vaccines, interferon administration, passive immunotherapy by convalescent plasma or synthesized monoclonal and polyclonal antibodies, as well as immunomodulatory drugs, are different immunotherapeutic approaches that will be mentioned in this review. The focus would be on passive immunotherapeutic interventions. Interferons might be helpful in some stages. Vaccine development has been followed with unprecedented speed. Some of these vaccines have been advanced to human clinical trials. Convalescent plasma therapy is already practiced in many countries to help save the lives of severely ill patients. Different antibodies that target various steps of SARS-CoV-2 pathogenesis or the associated immune responses are also proposed. For treating the cytokine storm induced at a late stage of the disease in some patients, immune modulation through JAK inhibitors, corticosteroids, and some other cognate classes are evaluated. Given the changing pattern of cytokine induction and immune responses throughout the COVID-19 disease course, different adapted approaches are needed to help patients. Gaining more knowledge about the detailed pathogenesis of SARS-CoV-2, its interplay with the immune system, and viral-mediated responses are crucial to identify efficient preventive and therapeutic approaches. A systemic approach seems essential in this regard.",Antibodies; COVID-19; Immunotherapy; Pandemic; Plasma therapy; Severe acute respiratory syndrome coronavirus 2,title_abstract,strict,unlikely_candidate,1,"This paper is highly relevant to COVID-19 as a disease topic, but it is a narrative review on immunotherapeutic approaches rather than a primary seroprevalence study. It does not report the target parameters of seroprevalence or infection fatality rate, so its relevance to the review question is very limited.",4,"The title and abstract explicitly focus on COVID-19 and SARS-CoV-2 throughout, making the target disease central to the paper.",2,"The abstract discusses treatment approaches and mentions human clinical trials and plasma therapy in patients, but it does not clearly describe a defined human study population.",1,"It refers generally to many countries, but no specific real-world geographic study setting or field context is described.",0,The abstract explicitly states that this is a review and summarizes therapeutic approaches rather than reporting original empirical data.,0,"The title and abstract do not mention seroprevalence, seropositivity, serological surveys, seroepidemiology, or infection fatality rate/ratio.",,,
32530454,,Convalescent Plasma and COVID-19.,"Malani AN, Sherbeck JP, Malani PN.",JAMA. 2020 Aug 4;324(5):524. doi: 10.1001/jama.2020.10699.,Malani,JAMA,2020,2020/06/13,,,10.1001/jama.2020.10699,,"[MeSH] Antibodies, Viral; [MeSH] Betacoronavirus; [MeSH] Blood Donors; [MeSH] COVID-19; [MeSH] Coronavirus Infections; [MeSH] Humans; [MeSH] Immunization, Passive; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] SARS-CoV-2; [MeSH] COVID-19 Serotherapy",title_only,lenient,unlikely_candidate,2,"This paper is clearly about COVID-19 in humans, but the title and keywords point to convalescent plasma therapy rather than seroprevalence or infection fatality rate. Because this is title-only screening with no abstract, there is substantial uncertainty, but the target parameter relevance appears very low.",4,"The title explicitly mentions COVID-19, and the keywords include COVID-19 and SARS-CoV-2. Even with title-only metadata, disease relevance is unmistakable.",3,"Keywords include Humans and Blood Donors, suggesting a human population context. However, with no abstract, it is unclear whether this is a clinical treatment discussion or a broader population study.",1,"No specific geographic setting or real-world study location is identifiable from the title or keywords. With sparse metadata, only weak inference about a real-world context is possible.",1,"The title 'Convalescent Plasma and COVID-19' is broad and could reflect a review, commentary, or overview rather than primary empirical research. With no abstract, original data are not evident.",0,"The title and keywords focus on convalescent plasma/serotherapy, not seroprevalence, serosurveys, seropositivity, or infection fatality rate. Based on limited metadata, the target parameter appears absent.",,,yes
32726200,✓,"Seroprevalence of SARS-CoV-2-Specific Antibodies, Faroe Islands.","Petersen MS, Strøm M, Christiansen DH, Fjallsbak JP, Eliasen EH, Johansen M, Veyhe AS, Kristiansen MF, Gaini S, Møller LF, Steig B, Weihe P.",Emerg Infect Dis. 2020 Nov;26(11):2761-2763. doi: 10.3201/eid2611.202736. Epub 2020 Jul 29.,Petersen,Emerging infectious diseases,2020,2020/07/30,PMC7588539,,10.3201/eid2611.202736,"We conducted a nationwide study of the prevalence of severe acute respiratory syndrome coronavirus 2 infection in the Faroe Islands. Of 1,075 randomly selected participants, 6 (0.6%) tested seropositive for antibodies to the virus. Adjustment for test sensitivity and specificity yielded a 0.7% prevalence. Our findings will help us evaluate our public health response.",2019 novel coronavirus disease; COVID-19; Denmark; Faroe Islands; SARS-CoV-2; antibodies; coronavirus disease; respiratory diseases; seroprevalence; severe acute respiratory syndrome coronavirus 2; viruses; zoonoses,title_abstract,strict,strong_candidate,4,"This is a primary human seroprevalence study of SARS-CoV-2 conducted in a real geographic population setting. It directly reports seropositivity and adjusted prevalence, which are highly relevant to evidence used for estimating COVID-19 infection fatality rates from serosurveys.",4,"The title and abstract explicitly mention SARS-CoV-2 and severe acute respiratory syndrome coronavirus 2 infection, making COVID-19 the clear focus.",4,"The abstract reports 1,075 randomly selected participants in a nationwide study, indicating a human population sample.",4,"The study is conducted in the Faroe Islands and described as nationwide, providing a clear real-world geographic setting.",4,"The abstract reports original study data, including sample size, seropositive count, and adjusted prevalence estimates.",4,"The title explicitly states seroprevalence, and the abstract reports seropositive antibody prevalence estimates, directly matching the target parameter.",,,
