PMID,is_ground_truth,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,Keywords,screening_stage,llm_suggest,overall_score,overall_justification,disease_score,disease_justification,population_score,population_justification,location_score,location_justification,evidence_score,evidence_justification,transmission_score,transmission_justification,fulltext_status,fulltext_path
31995857,✓,"Early Transmission Dynamics in Wuhan, China, of Novel Coronavirus-Infected Pneumonia.","Li Q, Guan X, Wu P, Wang X, Zhou L, Tong Y, Ren R, Leung KSM, Lau EHY, Wong JY, Xing X, Xiang N, Wu Y, Li C, Chen Q, Li D, Liu T, Zhao J, Liu M, Tu W, Chen C, Jin L, Yang R, Wang Q, Zhou S, Wang R, Liu H, Luo Y, Liu Y, Shao G, Li H, Tao Z, Yang Y, Deng Z, Liu B, Ma Z, Zhang Y, Shi G, Lam TTY, Wu JT, Gao GF, Cowling BJ, Yang B, Leung GM, Feng Z.",N Engl J Med. 2020 Mar 26;382(13):1199-1207. doi: 10.1056/NEJMoa2001316. Epub 2020 Jan 29.,Li,The New England journal of medicine,2020,2020/01/30,PMC7121484,,10.1056/NEJMoa2001316,"BACKGROUND: The initial cases of novel coronavirus (2019-nCoV)-infected pneumonia (NCIP) occurred in Wuhan, Hubei Province, China, in December 2019 and January 2020. We analyzed data on the first 425 confirmed cases in Wuhan to determine the epidemiologic characteristics of NCIP. METHODS: We collected information on demographic characteristics, exposure history, and illness timelines of laboratory-confirmed cases of NCIP that had been reported by January 22, 2020. We described characteristics of the cases and estimated the key epidemiologic time-delay distributions. In the early period of exponential growth, we estimated the epidemic doubling time and the basic reproductive number. RESULTS: Among the first 425 patients with confirmed NCIP, the median age was 59 years and 56% were male. The majority of cases (55%) with onset before January 1, 2020, were linked to the Huanan Seafood Wholesale Market, as compared with 8.6% of the subsequent cases. The mean incubation period was 5.2 days (95% confidence interval [CI], 4.1 to 7.0), with the 95th percentile of the distribution at 12.5 days. In its early stages, the epidemic doubled in size every 7.4 days. With a mean serial interval of 7.5 days (95% CI, 5.3 to 19), the basic reproductive number was estimated to be 2.2 (95% CI, 1.4 to 3.9). CONCLUSIONS: On the basis of this information, there is evidence that human-to-human transmission has occurred among close contacts since the middle of December 2019. Considerable efforts to reduce transmission will be required to control outbreaks if similar dynamics apply elsewhere. Measures to prevent or reduce transmission should be implemented in populations at risk. (Funded by the Ministry of Science and Technology of China and others.).","[MeSH] Adolescent; [MeSH] Adult; [MeSH] Aged; [MeSH] Betacoronavirus; [MeSH] COVID-19; [MeSH] China; [MeSH] Communicable Disease Control; [MeSH] Coronavirus Infections; [MeSH] Disease Transmission, Infectious; [MeSH] Epidemics; [MeSH] Female; [MeSH] Humans; [MeSH] Incidence; [MeSH] Infectious Disease Incubation Period; [MeSH] Male; [MeSH] Middle Aged; [MeSH] Pandemics; [MeSH] Pneumonia, Viral; [MeSH] Polymerase Chain Reaction; [MeSH] SARS-CoV-2; [MeSH] Young Adult",title_abstract,strong_candidate,4,"This study directly estimates the basic reproduction number (R0) of COVID-19 using original data from human cases in Wuhan. All core inclusion criteria are met at the highest level, making it highly relevant to the research question.",4,"The study explicitly investigates COVID-19 (2019-nCoV/SARS-CoV-2) transmission in Wuhan, China, as stated in the title and abstract.",4,"The study analyzes data from 425 confirmed human cases, with demographic details provided, focusing on human transmission.",4,"The study is conducted in a real-world setting (Wuhan, China), with explicit geographic context.",4,The study reports original empirical data collected from confirmed cases and provides new epidemiological estimates.,4,The study explicitly estimates the basic reproductive number (R0) and reports its value and confidence interval.,,
34192220,,COVID-19 in pregnancy.,Martini AE.,Glob Reprod Health. 2020 Sep 11;5:10.1097/GRH.0000000000000047. doi: 10.1097/GRH.0000000000000047.,Martini,Global reproductive health,2020,2021/06/30,PMC7513955,,10.1097/GRH.0000000000000047,"Evidence continues to emerge on the impact of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2, COVID-19) in pregnancy. Compared with previous coronavirus outbreaks (severe acute respiratory syndrome and Middle East respiratory syndrome), recent reports suggest that pregnant women who contract SARS-CoV-2 have lower rates of maternal and fetal complications; however, the incidence of preterm birth remains elevated. The potential for vertical transmission is still under investigation. Universal testing of women admitted to labor and delivery is being encouraged in most centers.",COVID-19; Coronavirus; Fetal complications; Maternal complications; Pregnancy; SARS-CoV2,title_abstract,unlikely_candidate,2,"While the study is highly relevant to COVID-19 in a specific human population, it does not report original data or address the basic reproduction number (R0). Transmission is discussed only in the context of vertical transmission, not population-level spread.",4,"The study is explicitly focused on COVID-19/SARS-CoV-2 in pregnancy, as stated in the title, keywords, and abstract.",4,"The study focuses on pregnant women, a human population subgroup, as indicated throughout the abstract.",2,No specific geographic location is mentioned; the context is general and may include multiple centers.,1,The abstract summarizes emerging evidence and recent reports but does not indicate original empirical data collection or analysis.,1,"Transmission is only mentioned in the context of vertical (mother-to-child) transmission, not in terms of R0 or population-level transmission metrics.",,
32755724,,Placental barrier against COVID-19.,"Komine-Aizawa S, Takada K, Hayakawa S.",Placenta. 2020 Sep 15;99:45-49. doi: 10.1016/j.placenta.2020.07.022. Epub 2020 Jul 25.,Komine-Aizawa,Placenta,2020,2020/08/07,PMC7381919,,10.1016/j.placenta.2020.07.022,"Vertical transmission of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and possible induction of pregnancy complications, including miscarriage, fetal malformations, fetal growth restriction and/or stillbirth, are serious concerns for pregnant individuals with COVID-19. According to clinical information, the incidence of vertical transmission of SARS-CoV-2 is limited to date. However, even if a neonate tests negative for SARS-CoV-2, frequent abnormal findings, including fetal and maternal vascular malperfusion, have been reported in cases of COVID-19-positive mothers. Primary receptor of SARS-CoV-2 is estimated as angiotensin-converting enzyme 2 (ACE2). It is highly expressed in maternal-fetal interface cells, such as syncytiotrophoblasts, cytotrophoblasts, endothelial cells, and the vascular smooth muscle cells of primary and secondary villi. However other route of transplacental infection cannot be ruled out. Pathological examinations have demonstrated that syncytiotrophoblasts are often infected with SARS-CoV-2, but fetuses are not always infected. These findings suggest the presence of a placental barrier, even if it is not completely effective. As the frequency and molecular mechanisms of intrauterine vertical transmission of SARS-CoV-2 have not been determined to date, intensive clinical examinations by repeated ultrasound and fetal heart rate monitoring are strongly recommended for pregnant women infected with COVID-19. In addition, careful investigation of placental samples after delivery by both morphological and molecular methods is also strongly recommended.",COVID-19; Placental barrier; Pregnancy; SARS-CoV-2,title_abstract,unlikely_candidate,2,"While the study is highly relevant to COVID-19 and human pregnancy, it does not address the basic reproduction number (R0) or provide transmission metrics. The focus is on vertical transmission and placental pathology, not population-level transmission dynamics.",4,"The study is centrally focused on COVID-19/SARS-CoV-2, specifically in the context of pregnancy and the placental barrier.",4,"The study explicitly concerns pregnant humans and their fetuses, with no indication of animal or in vitro focus.",2,No specific geographic location or real-world setting is described; the focus is on biological mechanisms in humans.,2,"The abstract summarizes clinical findings and pathological examinations but does not clearly state that new, original empirical data are reported in this paper.",1,The study discusses vertical (mother-to-fetus) transmission but does not mention or estimate the basic reproduction number (R0) or any transmission metric relevant to population-level spread.,,
32742617,,COVID-19 Solution.,"Menicagli R, Limodio M.",Int J Prev Med. 2020 Jun 19;11:73. doi: 10.4103/ijpvm.IJPVM_227_20. eCollection 2020.,Menicagli,International journal of preventive medicine,2020,2020/08/04,PMC7373088,,10.4103/ijpvm.IJPVM_227_20,"Coronaviruses (CoV) are RNA viruses that cause endemic infections in various species of mammals and avian birds. There are seven known human CoVs, each of which causes respiratory diseases: together account for about one third of common colds. Some CoVs have recently entered humans from infected animals and lastly we have SARS COVID-19, (CoV), which causes severe acute, often fatal respiratory syndromes. The prevalence of CoV, the easy zoonotic transmission and the potential to cause serious respiratory diseases, lead to urgent research to discover the mechanisms of CoV infection. Our study has identified a possible way to eliminate the danger of this virus by analyzing the structures by which it enters the host cell. This study indicates that the neuroaminidase interrupts the infection.",Neuroaminidase; SARS COVID-19; sialic acid,title_abstract,unlikely_candidate,2,"While the study is focused on COVID-19 and infection mechanisms, it does not mention R0 or transmission metrics, and the evidence for original empirical data is unclear. Thus, it is unlikely to be relevant for a review on the basic reproduction number.",4,"The study explicitly discusses SARS COVID-19 and its infection mechanisms, making the disease focus highly relevant.",2,The abstract refers to human coronaviruses and respiratory diseases but does not specify if the study is conducted in humans or in vitro.,2,No geographic or real-world setting is specified; the context is general and mechanistic.,2,The abstract suggests original analysis of viral entry mechanisms but does not clearly state if new empirical data were collected.,0,"There is no mention of the basic reproduction number, R0, or any transmission metric in the title, abstract, or keywords.",,
32845750,,COVID-19 infection in children and adolescents.,"Naja M, Wedderburn L, Ciurtin C.",Br J Hosp Med (Lond). 2020 Aug 2;81(8):1-10. doi: 10.12968/hmed.2020.0321. Epub 2020 Jul 31.,Naja,"British journal of hospital medicine (London, England : 2005)",2020,2020/08/27,,,10.12968/hmed.2020.0321,"The COVID-19 pandemic has predominantly affected the adult population. The disease is less well-defined in children (≤18 years). This review summarises the current understanding of the epidemiology, clinical manifestations, and management of COVID-19 in children and adolescents. The prevalence of COVID-19 is significantly lower in children than adults, but paediatric disease is likely underdiagnosed as a result of the high numbers of asymptomatic or mild cases. Children are vulnerable to family cluster outbreaks, but are unlikely to be index cases within a household. Vertical transmission or breast milk transmission are yet to be proven. Between 10 and 90% of paediatric COVID-19 cases are asymptomatic. Symptomatic cases typically present with mild symptoms, including cough, fever and sore throat. Intensive care admission and mortality are rare. Paediatric multisystem inflammatory syndrome temporally associated with COVID-19 is a rare, but severe, newly emerging phenotype. At present, there is no specific treatment for COVID-19 in adults or children; management is usually supportive. For severe or critical disease, including paediatric multisystem inflammatory syndrome temporally associated with COVID-19, the decision to start antiviral or immunomodulatory therapy should be on a case-by-case basis; in the UK, this should be done within a clinical trial. Further research is needed into both the disease course and treatment of paediatric COVID-19.",Adolescents; COVID-19 infection; Children; Epidemiology of COVID-19 infection in children; Management of COVID-19 infection in children,title_abstract,unlikely_candidate,2,"Although the study is highly relevant to COVID-19 in children and adolescents, it is a review without original data and does not report or estimate the basic reproduction number (R0) or related transmission metrics. Thus, it does not meet the core inclusion criteria for the research question.",4,"The study is centrally focused on COVID-19 infection in children and adolescents, as stated in the title and abstract.",4,"The study explicitly focuses on human children and adolescents, with no mention of animal or in vitro research.",2,"There is a brief mention of the UK in the context of clinical trials, but the study appears to be a general review without a specific geographic focus.",1,"The abstract describes the paper as a review summarizing current understanding, with no indication of original empirical data being reported.",1,"Transmission is discussed in terms of family clusters and possible routes, but there is no explicit mention of R0, reproduction number, or quantitative transmission metrics.",,
32271601,,Epidemiology and Clinical Characteristics of COVID-19.,"Huang X, Wei F, Hu L, Wen L, Chen K.",Arch Iran Med. 2020 Apr 1;23(4):268-271. doi: 10.34172/aim.2020.09.,Huang,Archives of Iranian medicine,2020,2020/04/10,,,10.34172/aim.2020.09,"Since December 2019, there has been an outbreak of a novel coronavirus (COVID-19) infection in Wuhan, China. Meanwhile, the outbreak also drew attention and concern from the World Health Organization (WHO). COVID-19 is another human infectious disease caused by coronavirus. The transmission of COVID-19 is potent and the infection rate is fast. Since there is no specific drug for COVID-19, the treatment is mainly symptomatic supportive therapy. In addition, it should be pointed out that patients with severe illness need more aggressive treatment and meticulous care. Recently, accurate RNA detection has been decisive for the diagnosis of COVID-19. The development of highly sensitive RT-PCR has facilitated epidemiological studies that provide insight into the prevalence, seasonality, clinical manifestations and course of COVID-19 infection. In this review, we summarize the epidemiology and characteristics of COVID-19.",COVID-19 virus; Epidemiology; Review,title_abstract,unlikely_candidate,3,"Although the study is highly relevant to COVID-19 and human populations, it is a review without original data and does not explicitly report R0 or related transmission metrics. Thus, it does not meet the core inclusion criteria.",4,"The study is centrally focused on COVID-19, as indicated by the title, keywords, and abstract.",4,"The abstract discusses human patients and clinical characteristics, indicating a focus on humans.",3,"The outbreak is described as originating in Wuhan, China, but the discussion appears to be generalizable to other regions.",1,The paper is explicitly described as a review and does not report original empirical data.,2,"Transmission is described as 'potent' and the infection rate as 'fast,' but there is no explicit mention of R0 or quantitative transmission metrics.",,
32755848,,Tuberculosis in the era of COVID-19 in India.,"Jain VK, Iyengar KP, Samy DA, Vaishya R.",Diabetes Metab Syndr. 2020 Sep-Oct;14(5):1439-1443. doi: 10.1016/j.dsx.2020.07.034. Epub 2020 Jul 29.,Jain,Diabetes & metabolic syndrome,2020,2020/08/07,PMC7387287,,10.1016/j.dsx.2020.07.034,"BACKGROUND AND AIMS: Tuberculosis (TB) still continues to be endemic in various regions of the world, including in India and needs surveillance, clinical assessment, testing, contact tracing, confirmation of diagnosis with supervised or in-supervised treatment regimens for an effective eradication. We assess the challenges due to COVID- 19 pandemic on management of Tuberculosis and current strategies adopted to mitigate them. METHODS: We carried out a comprehensive review of the literature using suitable keywords such as 'COVID-19', 'Pandemics', 'Tuberculosis' and 'India' on the search engines of PubMed, Scopus, Google Scholar and Research Gate in the month of May 2020 during the current COVID-19 pandemic to assess the impact of COVID-19 on management of Tuberculosis. RESULTS: We found considerable disruption in Tuberculosis service provisions both in the primary care and hospital settings. Lockdown, social distancing, isolation strategies and public health guidelines to prevent viral transmission impacted the delivery of all aspects of Tuberculosis care. CONCLUSIONS: COVID-19 pandemic has had a significant impact in the delivery of various tuberculosis prevention, surveillance, and treatment programmes. Lockdown and public health guidelines have resulted in tough challenges in traditional management of tuberculosis and has required reconfiguration of methods to support patients including wider use of remote consultations.",COVID 19; Contact tracing; Coronavirus; Drug resistance; Home care services; Pandemics; Prevalence; Tuberculosis,title_abstract,unlikely_candidate,2,"Although COVID-19 is discussed, the paper is a review about its impact on TB services, not an original study of COVID-19 transmission or R0. There is no transmission metric reported, and no original data, making it highly unlikely to be relevant for the review question.",3,"COVID-19 is a central topic, but the main focus is on its impact on tuberculosis management, not on COVID-19 transmission itself.",4,"The study discusses human populations in India, specifically those affected by tuberculosis and COVID-19.",4,"The study is explicitly focused on India, a real-world geographic setting.",1,"This is a literature review, not a report of original empirical data or new analysis.",0,"There is no mention of basic reproduction number, R0, or any transmission quantification for COVID-19.",,
32693711,,Coronavirus Disease 2019: Coronaviruses and Kidney Injury.,"Lv W, Wu M, Ren Y, Zeng N, Deng P, Zeng H, Zhang Q, Wu Y.",J Urol. 2020 Nov;204(5):918-925. doi: 10.1097/JU.0000000000001289. Epub 2020 Jul 17.,Lv,The Journal of urology,2020,2020/07/23,,,10.1097/JU.0000000000001289,"PURPOSE: The first case of coronavirus disease 2019 (COVID-19) was identified and confirmed in December 2019 in Wuhan, China. COVID-19 is gradually posing a serious threat to global public health. In this review the characteristics and mechanism of kidney injury caused by SARS-CoV, MERS-CoV and SARS-CoV-2 infection are summarized and contrasted. In particular, urine-oral transmission, prevention and management of the kidney injury caused by SARS-CoV-2 are emphasized. MATERIALS AND METHODS: We searched PubMed® for English language articles published since 2003 with the keywords ""SARS,"" ""MERS,"" ""COVID-19"" or ""kidney injury."" ClinicalTrials.gov was queried for ongoing studies. We also used relevant data from websites, including the Centers for Disease Control and Prevention and European Centre for Disease Prevention and Control. RESULTS: Similar to 2 other coronaviruses including SARS-CoV and MERS-CoV, SARS-CoV-2 caused severe respiratory syndrome with rapid progression and kidney injury. The infection process of SARS-CoV-2 is mediated by specifically binding to angiotensin-converting enzyme 2. Cases of COVID-19 combined with kidney impairment are associated with a higher risk of mortality than those without comorbidities. The pathological changes of the kidney are mainly due to local SARS-CoV-2 replication or indirectly by pro-inflammatory cytokine response. In addition, studies have confirmed the isolation of infectious SARS-CoV-2 in urine, raising the possibility of urine-oral transmission. Ultimately this is significant for preventing potential urine-oral transmission and improving the cure rate of acute kidney injury with COVID-19. CONCLUSIONS: Emerging evidence supports that in patients with SARS-CoV-2 infections the prevalence of kidney injury is high and usually leads to a poor prognosis. Optimal prevention and management of kidney injury will benefit patients with COVID-19.",COVID-19; Middle East respiratory syndrome coronavirus; SARS virus; acute kidney injury,title_abstract,unlikely_candidate,2,"Although the study is highly relevant to COVID-19 and human populations, it is a review without original data and does not report or estimate the basic reproduction number (R0) or related transmission metrics. Thus, it does not meet the core inclusion criteria for this review.",4,"The study explicitly focuses on COVID-19 (SARS-CoV-2) and related coronaviruses, with COVID-19 as a central topic.",4,"The study discusses kidney injury in patients with COVID-19, indicating a focus on human populations.",2,No specific real-world geographic setting is described; the review is general and not location-specific.,1,This is a review article summarizing existing literature and does not report original empirical data.,1,"Transmission is mentioned in the context of urine-oral route, but there is no mention of R0 or quantitative transmission metrics.",,
32705983,,Transmission of SARS-CoV-2 by Children.,"Merckx J, Labrecque JA, Kaufman JS.",Dtsch Arztebl Int. 2020 Aug 17;117(33-34):553-560. doi: 10.3238/arztebl.2020.0553.,Merckx,Deutsches Arzteblatt international,2020,2020/07/25,PMC7376445,,10.3238/arztebl.2020.0553,"BACKGROUND: Six months into the COVID-19 pandemic, children appear largely spared from the direct effects of disease, suggesting age as an important predictor of infection and severity. They remain, however, impacted by far-reaching public health interventions. One crucial question often posed is whether children generally transmit SARS-CoV-2 effectively. METHODS: We assessed the components of transmission and the different study designs and considerations necessary for valid assessment of transmission dynamics. We searched for published evidence about transmission of SARS-CoV-2 by children employing a narrative review methodology through 25 June, 2020. RESULTS: Transmission dynamics must be studied in repre - sentative pediatric populations with a combination of study designs including rigorous epidemiological studies (e.g. in households, schools, daycares, clinical settings) and laboratory studies while taking into account the social and socio-economic contexts. Viral load (VL) estimates from representative pediatric samples of infected children are missing so far. Currently available evidence suggests that the secondary attack rate stratified by age of the infector is lower for children, however this age pattern needs to be better quantified and understood. CONCLUSION: A generalizable pediatric evidence base is urgently needed to inform policy making now, later when facing potential subsequent waves, and extending through a future in which endemicity alongside vaccination may become the enduring reality.","[MeSH] COVID-19; [MeSH] Child; [MeSH] Coronavirus Infections; [MeSH] Humans; [MeSH] Pandemics; [MeSH] Pneumonia, Viral",title_abstract,unlikely_candidate,3,"While the study is highly relevant to COVID-19 and human populations, it is a narrative review without original data and does not explicitly report or estimate R0. Thus, it does not meet the core inclusion criteria for studies estimating the basic reproduction number.",4,"The study is centrally focused on SARS-CoV-2/COVID-19 transmission, specifically in children, as stated in the title and throughout the abstract.",4,The study explicitly focuses on human children and discusses transmission in real-world settings such as households and schools.,3,The study discusses transmission in real-world settings but does not specify a particular geographic region; it is generalizable to multiple settings.,1,The study uses a narrative review methodology and does not report new empirical data; it synthesizes existing evidence.,2,"Transmission dynamics and secondary attack rates are discussed, but there is no explicit mention of the basic reproduction number (R0) or direct estimation of transmission metrics.",,
33502003,,Universal screening for SARS-CoV-2 infection: a rapid review.,"Viswanathan M, Kahwati L, Jahn B, Giger K, Dobrescu AI, Hill C, Klerings I, Meixner J, Persad E, Teufer B, Gartlehner G.",Cochrane Database Syst Rev. 2020 Sep 15;9(9):CD013718. doi: 10.1002/14651858.CD013718.,Viswanathan,The Cochrane database of systematic reviews,2020,2021/01/27,PMC8453488,,10.1002/14651858.CD013718,"BACKGROUND: Coronavirus disease 2019 (COVID-19) is caused by the novel betacoronavirus, severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2). Most people infected with SARS-CoV-2 have mild disease with unspecific symptoms, but about 5% become critically ill with respiratory failure, septic shock and multiple organ failure. An unknown proportion of infected individuals never experience COVID-19 symptoms although they are infectious, that is, they remain asymptomatic. Those who develop the disease, go through a presymptomatic period during which they are infectious. Universal screening for SARS-CoV-2 infections to detect individuals who are infected before they present clinically, could therefore be an important measure to contain the spread of the disease. OBJECTIVES: We conducted a rapid review to assess (1) the effectiveness of universal screening for SARS-CoV-2 infection compared with no screening and (2) the accuracy of universal screening in people who have not presented to clinical care for symptoms of COVID-19. SEARCH METHODS: An information specialist searched Ovid MEDLINE and the Centers for Disease Control (CDC) COVID-19 Research Articles Downloadable Database up to 26 May 2020. We searched Embase.com, the CENTRAL, and the Cochrane Covid-19 Study Register on 14 April 2020. We searched LitCovid to 4 April 2020. The World Health Organization (WHO) provided records from daily searches in Chinese databases and in PubMed up to 15 April 2020. We also searched three model repositories (Covid-Analytics, Models of Infectious Disease Agent Study [MIDAS], and Society for Medical Decision Making) on 8 April 2020. SELECTION CRITERIA: Trials, observational studies, or mathematical modelling studies assessing screening effectiveness or screening accuracy among general populations in which the prevalence of SARS-CoV2 is unknown. DATA COLLECTION AND ANALYSIS: After pilot testing review forms, one review author screened titles and abstracts. Two review authors independently screened the full text of studies and resolved any disagreements by discussion with a third review author. Abstracts excluded by a first review author were dually reviewed by a second review author prior to exclusion. One review author independently extracted data, which was checked by a second review author for completeness and accuracy. Two review authors independently rated the quality of included studies using the Quality Assessment of Diagnostic Accuracy Studies (QUADAS-2) tool for diagnostic accuracy studies and a modified form designed originally for economic evaluations for modelling studies. We resolved differences by consensus. We synthesized the evidence in narrative and tabular formats. We rated the certainty of evidence for days to outbreak, transmission, cases missed and detected, diagnostic accuracy (i.e. true positives, false positives, true negatives, false negatives) using the GRADE approach. MAIN RESULTS: We included 22 publications. Two modelling studies reported on effectiveness of universal screening. Twenty studies (17 cohort studies and 3 modelling studies) reported on screening test accuracy. Effectiveness of screening We included two modelling studies. One study suggests that symptom screening at travel hubs, such as airports, may slightly slow but not stop the importation of infected cases (assuming 10 or 100 infected travellers per week reduced the delay in a local outbreak to 8 days or 1 day, respectively). We assessed risk of bias as minor or no concerns, and certainty of evidence was low, downgraded for very serious indirectness. The second modelling study provides very low-certainty evidence that screening of healthcare workers in emergency departments using laboratory tests may reduce transmission to patients and other healthcare workers (assuming a transmission constant of 1.2 new infections per 10,000 people, weekly screening reduced infections by 5.1% within 30 days). The certainty of evidence was very low, downgraded for high risk of bias (major concerns) and indirectness. No modelling studies reported on harms of screening. Screening test accuracy All 17 cohort studies compared an index screening strategy to a reference reverse transcriptase polymerase chain reaction (RT-PCR) test. All but one study reported on the accuracy of single point-in-time screening and varied widely in prevalence of SARS-CoV-2, settings, and methods of measurement. We assessed the overall risk of bias as unclear in 16 out of 17 studies, mainly due to limited information on the index test and reference standard. We rated one study as being at high risk of bias due to the inclusion of two separate populations with likely different prevalences. For several screening strategies, the estimates of sensitivity came from small samples. For single point-in-time strategies, for symptom assessment, the sensitivity from 12 cohorts (524 people) ranged from 0.00 to 0.60 (very low-certainty evidence) and the specificity from 12 cohorts (16,165 people) ranged from 0.66 to 1.00 (low-certainty evidence). For screening using direct temperature measurement (3 cohorts, 822 people), international travel history (2 cohorts, 13,080 people), or exposure to known infected people (3 cohorts, 13,205 people) or suspected infected people (2 cohorts, 954 people), sensitivity ranged from 0.00 to 0.23 (very low- to low-certainty evidence) and specificity ranged from 0.90 to 1.00 (low- to moderate-certainty evidence). For symptom assessment plus direct temperature measurement (2 cohorts, 779 people), sensitivity ranged from 0.12 to 0.69 (very low-certainty evidence) and specificity from 0.90 to 1.00 (low-certainty evidence). For rapid PCR test (1 cohort, 21 people), sensitivity was 0.80 (95% confidence interval (CI) 0.44 to 0.96; very low-certainty evidence) and specificity was 0.73 (95% CI 0.39 to 0.94; very low-certainty evidence). One cohort (76 people) reported on repeated screening with symptom assessment and demonstrates a sensitivity of 0.44 (95% CI 0.29 to 0.59; very low-certainty evidence) and specificity of 0.62 (95% CI 0.42 to 0.79; low-certainty evidence). Three modelling studies evaluated the accuracy of screening at airports. The main outcomes measured were cases missed or detected by entry or exit screening, or both, at airports. One study suggests very low sensitivity at 0.30 (95% CI 0.1 to 0.53), missing 70% of infected travellers. Another study described an unrealistic scenario to achieve a 90% detection rate, requiring 0% asymptomatic infections. The final study provides very uncertain evidence due to low methodological quality. AUTHORS' CONCLUSIONS: The evidence base for the effectiveness of screening comes from two mathematical modelling studies and is limited by their assumptions. Low-certainty evidence suggests that screening at travel hubs may slightly slow the importation of infected cases. This review highlights the uncertainty and variation in accuracy of screening strategies. A high proportion of infected individuals may be missed and go on to infect others, and some healthy individuals may be falsely identified as positive, requiring confirmatory testing and potentially leading to the unnecessary isolation of these individuals. Further studies need to evaluate the utility of rapid laboratory tests, combined screening, and repeated screening. More research is also needed on reference standards with greater accuracy than RT-PCR. Given the poor sensitivity of existing approaches, our findings point to the need for greater emphasis on other ways that may prevent transmission such as face coverings, physical distancing, quarantine, and adequate personal protective equipment for frontline workers.","[MeSH] Air Travel; [MeSH] Airports; [MeSH] Bias; [MeSH] COVID-19; [MeSH] COVID-19 Nucleic Acid Testing; [MeSH] Cohort Studies; [MeSH] Diagnostic Errors; [MeSH] False Negative Reactions; [MeSH] False Positive Reactions; [MeSH] Health Personnel; [MeSH] Humans; [MeSH] Infectious Disease Transmission, Professional-to-Patient; [MeSH] Mass Screening; [MeSH] Models, Theoretical; [MeSH] Outcome Assessment, Health Care; [MeSH] SARS-CoV-2; [MeSH] Sensitivity and Specificity; [MeSH] Travel-Related Illness",title_abstract,unlikely_candidate,3,"Although the review is highly relevant to COVID-19 and human populations, it does not provide original empirical data nor does it explicitly estimate or report R0. The focus is on screening effectiveness and accuracy, not on quantifying transmission parameters such as the basic reproduction number.",4,"The study is centrally focused on COVID-19/SARS-CoV-2, as indicated by the title, abstract, and keywords.",4,"The review includes studies on humans, specifically general populations, healthcare workers, and travelers.",3,"The studies reviewed cover various real-world settings (airports, healthcare facilities), but the review itself is not limited to a specific geographic region.",1,This is a rapid review synthesizing evidence from other studies; it does not report new original empirical data.,2,"Transmission is discussed in terms of screening effectiveness and reduction of infections, but there is no explicit estimation or reporting of the basic reproduction number (R0) or equivalent transmission metrics.",,
