sr_id,sr_name,sr_pmid,gt_title,gt_pmid,gt_doi,gt_year,gt_authors,gt_journal,gt_country_region,review_status,note,raw_reference,created_at,exclude_flag
5,BLT.20.265892,33716331,"Seroprevalence of IgG antibodies against SARS-CoV-2 - a serial prospective cross-sectional nationwide study of residual samples, Belgium, March to October 2020.",35241216,10.2807/1560-7917.ES.2022.27.9.2100419,2022,"Herzog SA, De Bie J, Abrams S, Wouters I, Ekinci E, Patteet L, Coppens A, De Spiegeleer S, Beutels P, Van Damme P, Hens N, Theeten H",Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,,verified,,,2026-01-27T02:34:49.481659,
5,BLT.20.265892,33716331,Prevalence of COVID-19 infection in the prison system in Espírito Santo/Brazil: persons deprived of liberty and justice workers.,34877995,10.1590/1980-549720210053,2021,"Silva AID, Maciel ELN, Duque CLC, Gomes CC, Bianchi EDN, Cardoso OA, Lira P, Jabor PM, Zanotti RL, Sá RT, Magno Filho SJS, Zandonade E",Revista brasileira de epidemiologia = Brazilian journal of epidemiology,,verified,,,2026-01-27T02:36:28.552868,
5,BLT.20.265892,33716331,"Seroprevalence of anti-SARS-CoV-2 among blood donors in Rio de Janeiro, Brazil.",32638883,10.11606/s1518-8787.2020054002643,2020,"Amorim Filho L, Szwarcwald CL, Mateos SOG, Leon ACMP, Medronho RA, Veloso VG, Lopes JIF, Porto LCMS, Chieppe A, Werneck GL, Grupo Hemorio de Pesquisa em Covid-19",Revista de saude publica,,verified,,,2026-01-27T02:38:41.119609,
5,BLT.20.265892,33716331,Population-based surveys of antibodies against SARS-CoV-2 in Southern Brazil.,32641783,10.1038/s41591-020-0992-3,2020,"Silveira MF, Barros AJD, Horta BL, Pellanda LC, Victora GD, Dellagostin OA, Struchiner CJ, Burattini MN, Valim ARM, Berlezi EM, Mesa JM, Ikeda MLR, Mesenburg MA, Mantesso M, Dall'Agnol MM, Bittencourt RA, Hartwig FP, Menezes AMB, Barros FC, Hallal PC, Victora CG",Nature medicine,,verified,,,2026-01-27T02:39:16.730542,
5,BLT.20.265892,33716331,"Assessment of initial SARS-CoV-2 seroprevalence in the most affected districts in the municipality of São Paulo, Brazil.",34416142,10.1016/j.bjid.2021.101604,2021,"Tess BH, Granato CFH, Alves MCGP, Pintão MCT, Nunes MC, Rizzatti EG, Reinach FC",The Brazilian journal of infectious diseases : an official publication of the Brazilian Society of Infectious Diseases,,verified,,,2026-01-27T02:39:46.647167,
5,BLT.20.265892,33716331,Severe Acute Respiratory Syndrome Coronavirus 2 Antibody Prevalence in Blood in a Large School Community Subject to a Coronavirus Disease 2019 Outbreak: A Cross-sectional Study.,32649743,10.1093/cid/ciaa955,2021,"Torres JP, Piñera C, De La Maza V, Lagomarcino AJ, Simian D, Torres B, Urquidi C, Valenzuela MT, O'Ryan M",Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,,verified,,,2026-01-27T02:40:52.935993,
5,BLT.20.265892,33716331,The prevalence of antibodies to SARS-CoV-2 among blood donors in China.,33654063,10.1038/s41467-021-21503-x,2021,"Chang L, Hou W, Zhao L, Zhang Y, Wang Y, Wu L, Xu T, Wang L, Wang J, Ma J, Wang L, Zhao J, Xu J, Dong J, Yan Y, Yang R, Li Y, Guo F, Cheng W, Su Y, Zeng J, Han W, Cheng T, Zhang J, Yuan Q, Xia N, Wang L",Nature communications,,verified,,,2026-01-27T02:41:19.928030,
5,BLT.20.265892,33716331,"Serological tests facilitate identification of asymptomatic SARS-CoV-2 infection in Wuhan, China.",32311142,10.1002/jmv.25904,2020,"Wu X, Fu B, Chen L, Feng Y",Journal of medical virology,,verified,,,2026-01-27T02:42:16.023954,
5,BLT.20.265892,33716331,"Low prevalence of antibodies against SARS-CoV-2 among voluntary blood donors in Guangzhou, China.",32813273,10.1002/jmv.26445,2021,"Xu R, Huang J, Duan C, Liao Q, Shan Z, Wang M, Rong X, Li C, Fu Y, Wang H",Journal of medical virology,,verified,,,2026-01-27T02:44:31.415985,
5,BLT.20.265892,33716331,Seroprevalence of immunoglobulin M and G antibodies against SARS-CoV-2 in China.,32504052,10.1038/s41591-020-0949-6,2020,"Xu X, Sun J, Nie S, Li H, Kong Y, Liang M, Hou J, Huang X, Li D, Ma T, Peng J, Gao S, Shao Y, Zhu H, Lau JY, Wang G, Xie C, Jiang L, Huang A, Yang Z, Zhang K, Hou FF",Nature medicine,,verified,,,2026-01-27T02:45:04.309462,
