sr_id,sr_name,sr_pmid,gt_title,gt_pmid,gt_doi,gt_year,gt_authors,gt_journal,gt_country_region,review_status,note,raw_reference,created_at,exclude_flag
4,rccm.202006-2405OC,33119402,"Risk Factors Associated With Clinical Outcomes in 323 Coronavirus Disease 2019 (COVID-19) Hospitalized Patients in Wuhan, China.",32361738,10.1093/cid/ciaa539,2020,"Hu L, Chen S, Fu Y, Gao Z, Long H, Ren HW, Zuo Y, Wang J, Li H, Xu QB, Yu WX, Liu J, Shao C, Hao JJ, Wang CZ, Ma Y, Wang Z, Yanagihara R, Deng Y",Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,,verified,,,2026-01-26T13:02:45.460371,
4,rccm.202006-2405OC,33119402,Logistic regression analysis of death risk factors of patients with severe and critical coronavirus disease 2019 and their predictive value,32576344,10.3760/cma.j.cn121430-20200507-00364,2020,"Kai Hu, Bojun Li",,,verified,,,2026-01-26T13:04:55.659754,
4,rccm.202006-2405OC,33119402,Invasive mechanical ventilation in COVID-19 patient management: the experience with 469 patients in Wuhan.,32546258,10.1186/s13054-020-03044-9,2020,"Hua J, Qian C, Luo Z, Li Q, Wang F","Critical care (London, England)",,verified,,,2026-01-26T15:24:20.109414,
4,rccm.202006-2405OC,33119402,Treatment strategies of hospitalized patients with coronavirus disease-19.,32554861,10.18632/aging.103370,2020,"Huang Y, Cai C, Zang J, Xie J, Xu D, Zheng F, Zhan T, Huang K, Wang Y, Wang X, Hu ZY, Deng Y, Xie Y",Aging,,verified,,,2026-01-26T15:33:44.094696,
4,rccm.202006-2405OC,33119402,Save the ICU and save lives during the COVID-19 pandemic.,32549989,10.1186/s40560-020-00456-1,2020,"Japan ECMOnet for COVID-19, Shime N",Journal of intensive care,,verified,,,2026-01-26T15:35:59.870553,
4,rccm.202006-2405OC,33119402,Association of Renin-angiotensin-aldosterone System Inhibitors With Coronavirus Disease 2019 (COVID-19)- Related Outcomes in Korea: A Nationwide Population-based Cohort Study.,32442285,10.1093/cid/ciaa624,2020,"Jung SY, Choi JC, You SH, Kim WY",Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,,verified,,,2026-01-26T15:36:52.465409,
4,rccm.202006-2405OC,33119402,Critical care for severe coronavirus disease 2019: a population-based study from a province with low case-fatality rate in China.,33395074,10.1097/CM9.0000000000001187,2020,"Liao XL, Chen H, Li Z, Wang B, Zhang ZW, Li WM, Liang ZA, Tang J, Wang J, Shi R, Jin XD, Kang Y, SUNRISE Group",Chinese medical journal,,verified,,,2026-01-26T15:37:18.080334,
4,rccm.202006-2405OC,33119402,Critical Care Management of Patients with COVID-19: Early Experience in Thailand.,32431287,10.4269/ajtmh.20-0442,2020,"Ratanarat R, Sivakorn C, Viarasilpa T, Schultz MJ",The American journal of tropical medicine and hygiene,,verified,,,2026-01-27T01:37:37.608342,
4,rccm.202006-2405OC,33119402,"Clinical predictors of mortality due to COVID-19 based on an analysis of data of 150 patients from Wuhan, China.",32125452,10.1007/s00134-020-05991-x,2020,"Ruan Q, Yang K, Wang W, Jiang L, Song J",Intensive care medicine,,verified,,,2026-01-27T01:38:06.372352,
4,rccm.202006-2405OC,33119402,Characteristics and clinical significance of myocardial injury in patients with severe coronavirus disease 2019.,32391877,10.1093/eurheartj/ehaa408,2020,"Shi S, Qin M, Cai Y, Liu T, Shen B, Yang F, Cao S, Liu X, Xiang Y, Zhao Q, Huang H, Yang B, Huang C",European heart journal,,verified,,,2026-01-27T01:38:26.031428,
4,rccm.202006-2405OC,33119402,Endotoxemia and circulating bacteriome in severe COVID-19 patients.,33284413,10.1186/s40635-020-00362-8,2020,"Sirivongrangson P, Kulvichit W, Payungporn S, Pisitkun T, Chindamporn A, Peerapornratana S, Pisitkun P, Chitcharoen S, Sawaswong V, Worasilchai N, Kampunya S, Putcharoen O, Thawitsri T, Leelayuwatanakul N, Kongpolprom N, Phoophiboon V, Sriprasart T, Samransamruajkit R, Tungsanga S, Tiankanon K, Lumlertgul N, Leelahavanichkul A, Sriphojanart T, Tantawichien T, Thisyakorn U, Chirathaworn C, Praditpornsilpa K, Tungsanga K, Eiam-Ong S, Sitprija V, Kellum JA, Srisawat N",Intensive care medicine experimental,,verified,,,2026-01-27T01:38:50.513819,
4,rccm.202006-2405OC,33119402,"Epidemiological and clinical features of 125 Hospitalized Patients with COVID-19 in Fuyang, Anhui, China.",32289565,10.1016/j.ijid.2020.03.070,2020,"Wang R, Pan M, Zhang X, Han M, Fan X, Zhao F, Miao M, Xu J, Guan M, Deng X, Chen X, Shen L",International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,,verified,,,2026-01-27T01:39:11.838860,
4,rccm.202006-2405OC,33119402,Clinical Features of Coronavirus Disease 2019 Patients With Mechanical Ventilation: A Nationwide Study in China.,32618693,10.1097/CCM.0000000000004473,2020,"Wang T, Tang C, Chen R, Ruan H, Liang W, Guan W, Sang L, Tang R, Zhong N, Li S",Critical care medicine,,verified,,,2026-01-27T01:39:35.742484,
4,rccm.202006-2405OC,33119402,[Tracheal intubation in patients with severe and critical COVID-19: analysis of 18 cases].,32376592,10.12122/j.issn.1673-4254.2020.03.07,2020,"Wang J, Lu F, Zhou M, Qi Z, Chen Z",Nan fang yi ke da xue xue bao = Journal of Southern Medical University,,verified,,,2026-01-27T01:40:11.181812,
