sr_id,sr_name,sr_pmid,gt_title,gt_pmid,gt_doi,gt_year,gt_authors,gt_journal,gt_country_region,review_status,note,raw_reference,created_at
17,jpmph-53-3-151,32498136,"Nowcasting and forecasting the potential domestic and international spread of the 2019-nCoV outbreak originating in Wuhan, China: a modelling study.",32014114,10.1016/S0140-6736(20)30260-9,2020,"Wu JT, Leung K, Leung GM","Lancet (London, England)",,verified,,,2026-01-28T06:18:45.356182
17,jpmph-53-3-151,32498136,Novel coronavirus 2019-nCoV (COVID-19): early estimation of epidemiological parameters and epidemic size estimates.,34053269,10.1098/rstb.2020.0265,2021,"Read JM, Bridgen JRE, Cummings DAT, Ho A, Jewell CP","Philosophical transactions of the Royal Society of London. Series B, Biological sciences",,verified,,,2026-01-28T06:22:23.535768
17,jpmph-53-3-151,32498136,"Early transmissibility assessment of a novel coronavirus in Wuhan, China.",32714102,10.2139/ssrn.3524675,2020,"Majumder MS, Mandl KD",SSRN,,verified,,,2026-01-28T06:23:08.915579
17,jpmph-53-3-151,32498136,"Preliminary estimation of the basic reproduction number of novel coronavirus (2019-nCoV) in China, from 2019 to 2020: A data-driven analysis in the early phase of the outbreak.",32007643,10.1016/j.ijid.2020.01.050,2020,"Zhao S, Lin Q, Ran J, Musa SS, Yang G, Wang W, Lou Y, Gao D, Yang L, He D, Wang MH",International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,,verified,,,2026-01-28T06:25:14.434491
17,jpmph-53-3-151,32498136,"Pattern of early human-to-human transmission of Wuhan 2019 novel coronavirus (2019-nCoV), December 2019 to January 2020.",32019669,10.2807/1560-7917.ES.2020.25.4.2000058,2020,"Riou J, Althaus CL",Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,,verified,,,2026-01-28T06:27:21.853265
17,jpmph-53-3-151,32498136,Estimation of the Transmission Risk of the 2019-nCoV and Its Implication for Public Health Interventions.,32046137,10.3390/jcm9020462,2020,"Tang B, Wang X, Li Q, Bragazzi NL, Tang S, Xiao Y, Wu J",Journal of clinical medicine,,verified,,,2026-01-28T06:27:48.724256
17,jpmph-53-3-151,32498136,"Early Transmission Dynamics in Wuhan, China, of Novel Coronavirus-Infected Pneumonia.",31995857,10.1056/NEJMoa2001316,2020,"Li Q, Guan X, Wu P, Wang X, Zhou L, Tong Y, Ren R, Leung KSM, Lau EHY, Wong JY, Xing X, Xiang N, Wu Y, Li C, Chen Q, Li D, Liu T, Zhao J, Liu M, Tu W, Chen C, Jin L, Yang R, Wang Q, Zhou S, Wang R, Liu H, Luo Y, Liu Y, Shao G, Li H, Tao Z, Yang Y, Deng Z, Liu B, Ma Z, Zhang Y, Shi G, Lam TTY, Wu JT, Gao GF, Cowling BJ, Yang B, Leung GM, Feng Z",The New England journal of medicine,,verified,,,2026-01-28T06:28:19.980806
17,jpmph-53-3-151,32498136,Estimation of the reproductive number of novel coronavirus (COVID-19) and the probable outbreak size on the Diamond Princess cruise ship: A data-driven analysis.,32097725,10.1016/j.ijid.2020.02.033,2020,"Zhang S, Diao M, Yu W, Pei L, Lin Z, Chen D",International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,,verified,,,2026-01-28T06:28:55.182057
17,jpmph-53-3-151,32498136,Risk for Transportation of Coronavirus Disease from Wuhan to Other Cities in China.,32053479,10.3201/eid2605.200146,2020,"Du Z, Wang L, Cauchemez S, Xu X, Wang X, Cowling BJ, Meyers LA",Emerging infectious diseases,,verified,,,2026-01-28T06:29:25.701193
17,jpmph-53-3-151,32498136,Doubling Time of the COVID-19 Epidemic by Chinese Province.,32511421,10.1101/2020.02.05.20020750,2020,"Muniz-Rodriguez K, Chowell G, Cheung CH, Jia D, Lai PY, Lee Y, Liu M, Ofori SK, Roosa KM, Simonsen L, Viboud C, Chun-Hai Fung I",medRxiv : the preprint server for health sciences,,verified,,,2026-01-28T06:29:56.368262
17,jpmph-53-3-151,32498136,Substantial undocumented infection facilitates the rapid dissemination of novel coronavirus (SARS-CoV-2).,32179701,10.1126/science.abb3221,2020,"Li R, Pei S, Chen B, Song Y, Zhang T, Yang W, Shaman J","Science (New York, N.Y.)",,verified,,,2026-01-28T06:33:31.397288
17,jpmph-53-3-151,32498136,Reconciling early-outbreak estimates of the basic reproductive number and its uncertainty: framework and applications to the novel coronavirus (SARS-CoV-2) outbreak.,32693748,10.1098/rsif.2020.0144,2020,"Park SW, Bolker BM, Champredon D, Earn DJD, Li M, Weitz JS, Grenfell BT, Dushoff J","Journal of the Royal Society, Interface",,verified,,,2026-01-28T06:34:15.495716
17,jpmph-53-3-151,32498136,Early phylogenetic estimate of the effective reproduction number of SARS-CoV-2.,32096566,10.1002/jmv.25723,2020,"Lai A, Bergna A, Acciarri C, Galli M, Zehender G",Journal of medical virology,,verified,,,2026-01-28T06:36:24.304333
17,jpmph-53-3-151,32498136,The reproductive number of COVID-19 is higher compared to SARS coronavirus.,32052846,10.1093/jtm/taaa021,2020,"Liu Y, Gayle AA, Wilder-Smith A, Rocklöv J",Journal of travel medicine,,verified,,,2026-01-28T06:38:00.694346
17,jpmph-53-3-151,32498136,Real-Time Estimation of the Risk of Death from Novel Coronavirus (COVID-19) Infection: Inference Using Exported Cases.,32075152,10.3390/jcm9020523,2020,"Jung SM, Akhmetzhanov AR, Hayashi K, Linton NM, Yang Y, Yuan B, Kobayashi T, Kinoshita R, Nishiura H",Journal of clinical medicine,,verified,,,2026-01-28T06:38:20.853853
